amount,end_block,start_block,borrower,account,no_of_block
30.355773842508075,20487307,20379307,0x459e9E7Fa2631cE07a8369bEEaEbCE0a660B9eCC,0x93bA7340C0e102020063fDd3905cc105B5a3f686,108000
10.887566853568648,20487307,20379307,0xc4900871ad90b33018ac521D0F8C003c3ee79d50,0x9786431744F439EbB2134D46bCC2f4AeAb7c200B,108000
19.295590058579112,20487307,20379307,0xE5508496e06583da360670Ce4AA4024a01E9861B,0x993a92f45DCA66649Acb3C4493C5153b2aEd7b84,108000
49.99536763040197,20487307,20379307,0x6Eac30E598697e49d782c491df9516917eF33014,0x9a8f5c519Ce6Ef7Df3EF522d19A6b127f13F6D5d,108000
0.000000000000000002,20487307,20379307,0xc4900871ad90b33018ac521D0F8C003c3ee79d50,0x9aE10159F41a938FD8161Db14bc46E9A9D1C1fEB,108000
0.000000000000000002,20487307,20379307,0xF532A30A48bC18b4074C6930F335e5dB107CE555,0x9B6508206fA42ED78Aa68301e41399d2F0464085,108000
493.65097727012756,20487307,20379307,0x7B7D80C40415F744864f051B806b466e2fbB8E68,0x9B6B0efb4731154B222374930E6892C6821dcba4,108000
131.94031932161747,20487307,20379307,0x915188A790Dcdd06447244196694C9f8a7d2b4C0,0x9b81BCf88c36C1900B56Ff45a5e396e58C57ADA8,108000
0.000000000000000001,20487307,20379307,0x82E8936b187d83FD6eb2B7Dab5B19556e9DEFF1C,0xA0cA6e7276C268C373B5b8e2694B8B06E280Db72,108000
106.02038615477402,20487307,20379307,0x47480c583240Bd7f640dFd9C886Aa12E90213866,0xa2ADAa26B534B396675314740547afDBA234DcC6,108000
200.5321043485768,20487307,20379307,0xEff3453d06Dd4AC4E9c02C13687485dF5f526532,0xa3a0dd7847C707477E72bE8A7737EC5C403a5f6c,108000
245.85804440582743,20487307,20379307,0xA5784fECA52E37779906121544Fe9a7480dE9a1a,0xa4d93C63f279Fa43B6dEFdc7c24e5AB2C712aB50,108000
59.919980732794436,20487307,20379307,0x5e46f0D1B3e1Cf21d584FB557F98eb3EA4A19059,0xA5E50B5b48fEc67207b2CD1E92094144848311Ec,108000
75.49940840647294,20487307,20379307,0x563ED87d8818F446C29649dE2f18Eca87F6763A7,0xA5eaFED6511cc3651e7AA9eA7e5Ea929531FFE59,108000
24.073830305193994,20487307,20379307,0x4444A136b1445B1f5e4a20656854adCF6Fa3d667,0xa697fBCE0AFCd4aF4532d5f819934110AD8c73d9,108000
94.64831906395328,20487307,20379307,0x9a568bFeB8CB19e4bAfcB57ee69498D57D9591cA,0xA6fF0b8556c863C8F5159f80313e3FFF947D6B91,108000
303.8879787563493,20459117,20379307,0x0676Ee140902CD4f932F0e9246C334361bFA3e9a,0xA959769bcC3170f1193A7d1DdB0012152ECD9815,79810
0.000000000000000001,20487307,20379307,0x82E8936b187d83FD6eb2B7Dab5B19556e9DEFF1C,0xAA12567e77e10aBA2bA5D17F4C9354E48d8bFb4c,108000
76.93136723136962,20487307,20379307,0x918BEE7A1ed120e76aB4F46E139bc6C4F45165e6,0xAA9a2683f825014C6e678c70EE6c54e09eC0073f,108000
131.8395540114141,20487307,20379307,0x915188A790Dcdd06447244196694C9f8a7d2b4C0,0xad60F8d1F4B0971C1d54408C48c231a6949EB914,108000
0.40254970724584316,20487307,20379307,0x9026A229b535ecF0162Dfe48fDeb3c75f7b2A7AE,0xaD81feB8476C984CD84e33ee2CD229C267Df909d,108000
25.013720243262746,20487307,20379307,0x5a34897A6c1607811Ae763350839720c02107682,0xAE9c05D78693577618A46c661BAA91a9f1A92C1A,108000
0.000000000000000001,20487307,20379307,0x800B0F324e4A7FBBDf99d1a793E2582Bf3844976,0xb1e61396C30e4E11f8F1C74Cb81b144a66eFdCDf,108000
245.07190342535802,20487307,20379307,0x1F427A6FCdb95A7393C58552093e10A932890FA8,0xB2a224DCb7C4b11725e0314b701534c6D52c3bC5,108000
78.49691704721266,20487307,20379307,0x5a34897A6c1607811Ae763350839720c02107682,0xb4c484D53D3eDb592A6FAcce75c37a28716AF053,108000
303.59716116642835,20487307,20379307,0x39c78cE4fBd59722f48A3271fE11F9AC5F933Ba0,0xB7C46cE873513ae852e2eff930e933e35d2ddc15,108000
402.66761045053266,20487307,20379307,0x9156F526cA04516B2BdED49525A1325E03028c82,0xb805327a6260C5214b8De83356b52c1fe317d180,108000
131.23025918036276,20487307,20379307,0x7429dAdb3df9feb1e2a47f0E2C3f1A509390afE7,0xBa095d3fff84cDb734256799C948D89C3Fa82898,108000
0.000000000000000002,20487307,20379307,0x17507072c2eE8bD8F6debD38D048c8a1887b39d4,0xbA339481bF34650C1EEb348EaAA2bE83e7c3BF6d,108000
129.97181330379033,20487307,20379307,0x43faf3F8bef053d901C572EDC32F055c20EFb764,0xBa651c4dFceC263fB0B0f096f1b71EAaa250Faa7,108000
23.63383251002993,20487307,20379307,0xc4900871ad90b33018ac521D0F8C003c3ee79d50,0xBa6F97bD4ef979858ac290b4C07E82A3f9964F22,108000
138.41288711031342,20487307,20379307,0x13384eCf663D0B1ead817Bf2865faB632791d393,0xbc70f52206C48F9B23cF280E341820ec7E45f6E5,108000
262.1059659435547,20487307,20379307,0x44f282832496Bf95192aE687e461a9607B7bd326,0xbe99293AC4aDf522C7ee9814b562c9bAD1D506dc,108000
121.02465120537477,20487307,20379307,0x055B29979f6BC27669Ebd54182588FeF12ffBFc0,0xBeAB096Dd108262652976cd1882F7232415f40fa,108000
115.83330829407849,20487307,20379307,0xEff3453d06Dd4AC4E9c02C13687485dF5f526532,0xc03c91eb222981Bddc6ff247ea9989eFB70ff81C,108000
777.3925225218875,20487307,20379307,0xd72A8306d8A3Ac1e9751a0B8cEb481B87b90576e,0xC240Cb2DF5a2ccAC50f66D4389570D648566eA7D,108000
391.6931001194248,20487307,20379307,0xA4aaaF352D2b9efc06dEf2BCB0817083C05ba40b,0xC8122db95bCFB10E87FD326dAb1693A1B2C00158,108000
0.000000000000000001,20487307,20379307,0x3Fd1DdF28f604CFe5FEFA3adc38e38BE2F7208d6,0xCa3280d18993ECC04a14d031ccc0A58A6D4f8A92,108000
12.024983587102096,20487307,20379307,0xB6F1D510A8e18a9BA14CEC92791C026f8f3b9072,0xCb0FbE9C12789E19fC426E4ecB8cc80B4df6497A,108000
704.9380038301599,20487307,20379307,0xbB94454697Af498C3B1FdCe3DE65bbaDf821Cf0F,0xCEdFaAF5fD3D6699351c37869A33EE23a5759aE2,108000
30,20487307,20379307,0x501E417c29dFa78EEF9252d10d3AF9d8b0b69986,0xD1897d4cAb6bA1Dd3D0DC717B13cc6C5C282AB7e,108000
115.6357091237301,20487307,20379307,0xAD431753B5223bB7b7b3690561eC68b205dc7aCB,0xd2985E595d76e5adA2960c4a5c83c48e45E8085b,108000
54.312780710927804,20487307,20379307,0x915188A790Dcdd06447244196694C9f8a7d2b4C0,0xd2D09888063690775f732A027249B0c1303864d8,108000
345.2153404714783,20487307,20379307,0xFD7C418AA08bF9062A21fc2ffFA284B6b7Ae177A,0xd6A68F540A7Afc36a93a5D6Adf14BC8D18d7c5C7,108000
708.8758837203037,20487307,20379307,0x200c8695c4e6c50A5eCBF56E7419b42c807F79c1,0xd7434Da328109624E0D354677a0c1bB4791C51b5,108000
842.4737668773291,20487307,20379307,0x38e481367E0c50f4166AD2A1C9fde0E3c662CFBa,0xD94631E93a3c0046C433a88d8fC5BeC64Ea9066c,108000
